97,118.54,41,118.55,10:11:12.983709990
97,118.54,42,118.55,10:11:12.983906825
97,118.54,41,118.55,10:11:12.983989305
97,118.54,40,118.55,10:11:12.983989305
97,118.54,39,118.55,10:11:12.984066508
97,118.54,22,118.55,10:11:12.984140520
97,118.54,16,118.55,10:11:12.984208854
97,118.54,17,118.55,10:11:12.984425180
105,118.54,17,118.55,10:11:12.984502335
105,118.54,19,118.55,10:11:12.984502335
105,118.54,18,118.55,10:11:13.028301797
105,118.54,16,118.55,10:11:13.144425565
105,118.54,17,118.55,10:11:13.148493699
105,118.54,18,118.55,10:11:13.148666525
105,118.54,17,118.55,10:11:13.243751554
105,118.54,16,118.55,10:11:13.243906009
105,118.54,15,118.55,10:11:13.244054450
105,118.54,17,118.55,10:11:13.244232504
105,118.54,15,118.55,10:11:13.248116213
106,118.54,15,118.55,10:11:13.254506089
106,118.54,14,118.55,10:11:13.333903766
106,118.54,13,118.55,10:11:13.334058831
106,118.54,14,118.55,10:11:13.343839687
106,118.54,15,118.55,10:11:13.477925601
106,118.54,14,118.55,10:11:13.598810395
106,118.54,13,118.55,10:11:13.599682353
106,118.54,14,118.55,10:11:14.625779381
106,118.54,15,118.55,10:11:14.625955538
106,118.54,17,118.55,10:11:14.626023500
106,118.54,18,118.55,10:11:14.626097595
106,118.54,17,118.55,10:11:14.626319362
106,118.54,15,118.55,10:11:14.626544830
105,118.54,15,118.55,10:11:14.636593561
106,118.54,15,118.55,10:11:14.647006388
105,118.54,15,118.55,10:11:14.666747335
105,118.54,14,118.55,10:11:14.685451683
105,118.54,13,118.55,10:11:14.685533551
105,118.54,11,118.55,10:11:14.685552959
105,118.54,10,118.55,10:11:14.685552959
125,118.54,10,118.55,10:11:14.685849627
125,118.54,9,118.55,10:11:14.685849627
144,118.54,9,118.55,10:11:14.685849627
144,118.54,8,118.55,10:11:14.685904297
144,118.54,9,118.55,10:11:14.702235557
144,118.54,10,118.55,10:11:14.705779996
144,118.54,11,118.55,10:11:14.732368810
144,118.54,12,118.55,10:11:15.104205478
144,118.54,14,118.55,10:11:15.104291959
144,118.54,12,118.55,10:11:15.104446435
144,118.54,13,118.55,10:11:15.303274217
144,118.54,15,118.55,10:11:15.303274217
144,118.54,23,118.55,10:11:15.307376600
136,118.54,23,118.55,10:11:15.311880527
136,118.54,43,118.55,10:11:15.312212062
135,118.54,43,118.55,10:11:15.317917535
135,118.54,44,118.55,10:11:15.501491598
135,118.54,43,118.55,10:11:15.501644996
115,118.54,43,118.55,10:11:15.821294109
115,118.54,51,118.55,10:11:17.046659666
115,118.54,52,118.55,10:11:17.046901679
115,118.54,51,118.55,10:11:17.047131947
107,118.54,51,118.55,10:11:17.047483057
107,118.54,52,118.55,10:11:17.047646363
88,118.54,52,118.55,10:11:17.048532746
88,118.54,70,118.55,10:11:17.048602884
87,118.54,70,118.55,10:11:17.048894909
87,118.54,78,118.55,10:11:17.048894909
87,118.54,70,118.55,10:11:17.049071952
87,118.54,82,118.55,10:11:17.052263607
84,118.54,82,118.55,10:11:17.060853146
85,118.54,82,118.55,10:11:17.073392071
87,118.54,82,118.55,10:11:17.073549341
87,118.54,83,118.55,10:11:17.089603283
85,118.54,83,118.55,10:11:17.184409417
87,118.54,83,118.55,10:11:17.186244942
87,118.54,85,118.55,10:11:17.204873832
87,118.54,84,118.55,10:11:17.288180266
88,118.54,84,118.55,10:11:17.288413005
87,118.54,84,118.55,10:11:17.288523168
87,118.54,83,118.55,10:11:17.295795485
88,118.54,83,118.55,10:11:17.315991956
88,118.54,84,118.55,10:11:18.561171451
88,118.54,83,118.55,10:11:18.672771950
89,118.54,83,118.55,10:11:18.672834717
89,118.54,65,118.55,10:11:18.679396530
97,118.54,65,118.55,10:11:18.681526552
89,118.54,65,118.55,10:11:18.698337753
89,118.54,64,118.55,10:11:18.871911676
89,118.54,60,118.55,10:11:18.871911676
89,118.54,58,118.55,10:11:18.871998934
89,118.54,57,118.55,10:11:18.871998934
97,118.54,57,118.55,10:11:18.872203644
97,118.54,49,118.55,10:11:18.872203644
97,118.54,47,118.55,10:11:18.872301174
97,118.54,39,118.55,10:11:18.872301174
105,118.54,39,118.55,10:11:18.872301174
105,118.54,40,118.55,10:11:18.872370329
105,118.54,42,118.55,10:11:18.872544825
97,118.54,42,118.55,10:11:18.872609289
98,118.54,42,118.55,10:11:18.899766544
98,118.54,50,118.55,10:11:19.618887857
98,118.54,42,118.55,10:11:20.029178442
106,118.54,42,118.55,10:11:20.029355027
106,118.54,40,118.55,10:11:20.029608948
106,118.54,41,118.55,10:11:20.131950054
106,118.54,42,118.55,10:11:20.132115097
98,118.54,42,118.55,10:11:20.132277372
106,118.54,42,118.55,10:11:20.381180836
106,118.54,41,118.55,10:11:20.391507330
106,118.54,40,118.55,10:11:20.391654837
106,118.54,41,118.55,10:11:20.443643647
106,118.54,42,118.55,10:11:20.443752844
98,118.54,42,118.55,10:11:20.620394077
106,118.54,42,118.55,10:11:20.688124258
106,118.54,41,118.55,10:11:20.688771128
106,118.54,40,118.55,10:11:20.689005431
106,118.54,28,118.55,10:11:20.689243520
106,118.54,29,118.55,10:11:20.692328005
106,118.54,30,118.55,10:11:20.692480021
98,118.54,30,118.55,10:11:20.744150739
98,118.54,32,118.55,10:11:20.744150739
98,118.54,40,118.55,10:11:20.744225065
96,118.54,40,118.55,10:11:20.745939505
88,118.54,40,118.55,10:11:20.746005089
87,118.54,40,118.55,10:11:20.746094456
87,118.54,41,118.55,10:11:20.746169723
89,118.54,41,118.55,10:11:20.746305988
90,118.54,41,118.55,10:11:20.746382708
90,118.54,40,118.55,10:11:20.746458791
90,118.54,41,118.55,10:11:20.750458593
90,118.54,50,118.55,10:11:20.751144583
90,118.54,70,118.55,10:11:20.751272228
89,118.54,70,118.55,10:11:20.753287800
89,118.54,72,118.55,10:11:20.756516652
89,118.54,75,118.55,10:11:20.756793135
89,118.54,77,118.55,10:11:20.758321905
88,118.54,77,118.55,10:11:20.758321905
87,118.54,77,118.55,10:11:20.760618265
86,118.54,77,118.55,10:11:20.760642034
84,118.54,77,118.55,10:11:20.760642034
83,118.54,77,118.55,10:11:20.760642034
83,118.54,79,118.55,10:11:20.760806079
86,118.54,79,118.55,10:11:20.760898491
87,118.54,79,118.55,10:11:20.763739738
86,118.54,79,118.55,10:11:20.764091954
87,118.54,79,118.55,10:11:20.769399279
86,118.54,79,118.55,10:11:20.769569186
87,118.54,79,118.55,10:11:20.787575049
87,118.54,76,118.55,10:11:20.787769175
86,118.54,76,118.55,10:11:20.787876269
87,118.54,76,118.55,10:11:20.789734121
86,118.54,76,118.55,10:11:20.790906254
86,118.54,78,118.55,10:11:20.827418475
86,118.54,80,118.55,10:11:20.828700903
87,118.54,80,118.55,10:11:20.984503721
88,118.54,80,118.55,10:11:20.988356358
87,118.54,80,118.55,10:11:21.393840265
88,118.54,80,118.55,10:11:21.395104952
88,118.54,79,118.55,10:11:21.410921103
88,118.54,80,118.55,10:11:22.862568668
88,118.54,81,118.55,10:11:23.741351120
89,118.54,81,118.55,10:11:24.017235409
89,118.54,79,118.55,10:11:24.017606423
89,118.54,59,118.55,10:11:26.159091804
89,118.54,51,118.55,10:11:26.229721000
97,118.54,51,118.55,10:11:26.229904270
97,118.54,42,118.55,10:11:26.239191446
97,118.54,48,118.55,10:11:26.258062475
89,118.54,48,118.55,10:11:26.258214078
97,118.54,48,118.55,10:11:27.000836601
97,118.54,56,118.55,10:11:27.393419386
89,118.54,56,118.55,10:11:27.393573021
89,118.54,61,118.55,10:11:27.397983542
89,118.54,73,118.55,10:11:27.398284208
89,118.54,77,118.55,10:11:27.398284208
89,118.54,86,118.55,10:11:27.398284208
89,118.54,87,118.55,10:11:27.398340502
89,118.54,86,118.55,10:11:27.398496457
88,118.54,86,118.55,10:11:27.404891620
87,118.54,86,118.55,10:11:27.457169995
86,118.54,86,118.55,10:11:27.457355806
85,118.54,86,118.55,10:11:27.492060735
85,118.54,88,118.55,10:11:27.492219476
85,118.54,89,118.55,10:11:27.492458495
86,118.54,89,118.55,10:11:28.009571652
86,118.54,88,118.55,10:11:28.098303614
86,118.54,76,118.55,10:11:28.158557019
86,118.54,67,118.55,10:11:28.158626027
87,118.54,67,118.55,10:11:28.162511421
88,118.54,67,118.55,10:11:28.162666587
88,118.54,65,118.55,10:11:28.162822964
88,118.54,78,118.55,10:11:28.513176228
88,118.54,86,118.55,10:11:28.513276362
87,118.54,86,118.55,10:11:28.513346775
86,118.54,86,118.55,10:11:28.514371107
85,118.54,86,118.55,10:11:28.514474694
85,118.54,88,118.55,10:11:28.514622992
85,118.54,89,118.55,10:11:28.514812585
86,118.54,89,118.55,10:11:28.517468081
85,118.54,89,118.55,10:11:28.517665393
82,118.54,89,118.55,10:11:28.685334269
84,118.54,89,118.55,10:11:28.685625933
85,118.54,89,118.55,10:11:28.685833222
85,118.54,88,118.55,10:11:28.685833222
84,118.54,88,118.55,10:11:28.689000781
83,118.54,88,118.55,10:11:28.689000781
83,118.54,96,118.55,10:11:28.689318695
83,118.54,97,118.55,10:11:28.689748175
83,118.54,102,118.55,10:11:28.689748175
83,118.54,97,118.55,10:11:28.690292988
83,118.54,96,118.55,10:11:28.690648072
82,118.54,96,118.55,10:11:28.690874712
82,118.54,88,118.55,10:11:28.690889307
80,118.54,88,118.55,10:11:28.691034927
80,118.54,89,118.55,10:11:28.691139189
82,118.54,89,118.55,10:11:28.691722702
83,118.54,89,118.55,10:11:28.691722702
83,118.54,88,118.55,10:11:28.691888970
82,118.54,88,118.55,10:11:28.691986225
80,118.54,88,118.55,10:11:28.692040663
80,118.54,96,118.55,10:11:28.692440074
79,118.54,96,118.55,10:11:28.692848020
77,118.54,96,118.55,10:11:28.692862835
77,118.54,97,118.55,10:11:28.692862835
77,118.54,99,118.55,10:11:28.692862835
77,118.54,98,118.55,10:11:28.693344204
79,118.54,98,118.55,10:11:28.693665881
80,118.54,98,118.55,10:11:28.694183027
80,118.54,90,118.55,10:11:28.694340581
79,118.54,90,118.55,10:11:28.694405951
80,118.54,90,118.55,10:11:28.694663573
79,118.54,90,118.55,10:11:28.695565665
77,118.54,90,118.55,10:11:28.695565665
77,118.54,98,118.55,10:11:28.697529829
79,118.54,98,118.55,10:11:28.697741452
79,118.54,104,118.55,10:11:28.698152684
80,118.54,104,118.55,10:11:28.698219347
80,118.54,96,118.55,10:11:28.698219347
78,118.54,96,118.55,10:11:28.698543947
77,118.54,96,118.55,10:11:28.698543947
79,118.54,96,118.55,10:11:28.698755100
80,118.54,96,118.55,10:11:28.699051327
82,118.54,96,118.55,10:11:28.699194301
81,118.54,96,118.55,10:11:28.700676289
79,118.54,96,118.55,10:11:28.700958262
81,118.54,96,118.55,10:11:28.701379341
82,118.54,96,118.55,10:11:28.701709952
82,118.54,90,118.55,10:11:28.703091647
82,118.54,91,118.55,10:11:28.705126259
81,118.54,91,118.55,10:11:28.705639433
81,118.54,98,118.55,10:11:28.705639433
79,118.54,98,118.55,10:11:28.705940822
71,118.54,98,118.55,10:11:28.707627585
69,118.54,98,118.55,10:11:28.709417632
70,118.54,98,118.55,10:11:28.725772854
72,118.54,98,118.55,10:11:28.726052710
72,118.54,97,118.55,10:11:28.726426149
72,118.54,90,118.55,10:11:28.728704736
71,118.54,90,118.55,10:11:28.779687300
69,118.54,90,118.55,10:11:28.779687300
69,118.54,98,118.55,10:11:28.779748155
69,118.54,99,118.55,10:11:28.779898164
69,118.54,100,118.55,10:11:28.779977834
69,118.54,105,118.55,10:11:28.780105745
69,118.54,104,118.55,10:11:28.785742684
69,118.54,99,118.55,10:11:28.841590745
72,118.54,99,118.55,10:11:28.841919963
72,118.54,91,118.55,10:11:28.842434728
72,118.54,92,118.55,10:11:28.854785118
72,118.54,98,118.55,10:11:28.855283041
69,118.54,98,118.55,10:11:28.859094756
70,118.54,98,118.55,10:11:28.859599082
71,118.54,98,118.55,10:11:28.859676122
72,118.54,98,118.55,10:11:28.859826535
72,118.54,92,118.55,10:11:28.864509994
72,118.54,100,118.55,10:11:29.396211483
71,118.54,100,118.55,10:11:29.396388049
71,118.54,104,118.55,10:11:29.396564510
70,118.54,104,118.55,10:11:29.396625876
69,118.54,104,118.55,10:11:29.396783511
70,118.54,104,118.55,10:11:29.406307542
72,118.54,104,118.55,10:11:29.406683299
72,118.54,100,118.55,10:11:29.920232613
73,118.54,100,118.55,10:11:30.144346612
73,118.54,92,118.55,10:11:30.144504469
77,118.54,92,118.55,10:11:30.144566684
79,118.54,92,118.55,10:11:30.148711535
80,118.54,92,118.55,10:11:30.148711535
80,118.54,91,118.55,10:11:30.148918507
81,118.54,91,118.55,10:11:30.150028602
86,118.54,91,118.55,10:11:30.150207897
84,118.54,91,118.55,10:11:30.158795104
79,118.54,91,118.55,10:11:30.175113930
87,118.54,91,118.55,10:11:30.209871236
89,118.54,91,118.55,10:11:30.210046830
89,118.54,78,118.55,10:11:30.239018592
91,118.54,78,118.55,10:11:30.239018592
91,118.54,70,118.55,10:11:30.239108518
91,118.54,68,118.55,10:11:30.239246476
89,118.54,68,118.55,10:11:30.247575244
88,118.54,68,118.55,10:11:30.344802923
80,118.54,68,118.55,10:11:30.344874042
79,118.54,68,118.55,10:11:30.344979470
79,118.54,76,118.55,10:11:30.345052296
79,118.54,90,118.55,10:11:30.345116705
79,118.54,97,118.55,10:11:30.345185572
79,118.54,98,118.55,10:11:30.345335623
78,118.54,98,118.55,10:11:30.345408993
76,118.54,98,118.55,10:11:30.345408993
76,118.54,97,118.55,10:11:30.345494599
72,118.54,97,118.55,10:11:30.345783751
72,118.54,99,118.55,10:11:30.347225029
72,118.54,102,118.55,10:11:30.347311324
70,118.54,102,118.55,10:11:30.348704318
69,118.54,102,118.55,10:11:30.348768709
71,118.54,102,118.55,10:11:30.348998779
71,118.54,103,118.55,10:11:30.349089816
72,118.54,103,118.55,10:11:30.349175409
73,118.54,103,118.55,10:11:30.349240801
81,118.54,103,118.55,10:11:30.349308030
81,118.54,102,118.55,10:11:30.349482257
73,118.54,102,118.55,10:11:31.197839039
72,118.54,102,118.55,10:11:31.198895217
57,118.54,102,118.55,10:11:31.198895217
51,118.54,102,118.55,10:11:31.198977501
31,118.54,102,118.55,10:11:31.198991751
30,118.54,102,118.55,10:11:31.198991751
29,118.54,102,118.55,10:11:31.199008097
28,118.54,102,118.55,10:11:31.199008097
28,118.54,99,118.55,10:11:31.199008097
27,118.54,99,118.55,10:11:31.199008097
26,118.54,99,118.55,10:11:31.199053131
24,118.54,99,118.55,10:11:31.199639473
22,118.54,99,118.55,10:11:31.199639473
